"('balancing', 'loss_load')","('balancing', 'overgeneration')","('balancing', 'reward')","('battery', 'charge_amount')","('battery', 'current_charge')","('battery', 'discharge_amount')","('battery', 'reward')","('battery', 'soc')","('load', 'load_current')","('load', 'load_met')","('load', 'reward')","('renewable', 'curtailment')","('renewable', 'renewable_current')","('renewable', 'renewable_used')","('renewable', 'reward')","('balance', 'reward')","('balance', 'shaped_reward')","('balance', 'overall_provided_to_microgrid')","('balance', 'overall_absorbed_from_microgrid')","('balance', 'flex_provided_to_microgrid')","('balance', 'flex_absorbed_from_microgrid')","('balance', 'controllable_provided_to_microgrid')","('balance', 'controllable_absorbed_from_microgrid')","('balance', 'fixed_provided_to_microgrid')","('balance', 'fixed_absorbed_from_microgrid')",time,price_dkk_per_kwh,wind_kw,batt_cmd
3.802476956841889,0.0,-38.02476956841889,0.0,0.0,0.0,-0.0,0.0,-4.616180660545592,4.616180660545592,0.0,0.0,0.8137037037037038,0.8137037037037038,0.0,-38.02476956841889,-38.02476956841889,4.616180660545592,4.616180660545592,4.616180660545592,0.0,0.0,0.0,0.0,4.616180660545592,2025-10-06 00:45:00,0.09034707,0.8137037037037038,1.0
3.3039934660588157,0.0,-33.03993466058816,0.0,0.0,0.0,-0.0,0.0,-4.117697169762519,4.117697169762519,0.0,0.0,0.8137037037037038,0.8137037037037038,0.0,-33.03993466058816,-33.03993466058816,4.117697169762519,4.117697169762519,4.117697169762519,0.0,0.0,0.0,0.0,4.117697169762519,2025-10-06 01:00:00,0.1034137949999999,0.8137037037037038,1.0
4.13550918779434,0.0,-41.3550918779434,0.0,0.0,0.0,-0.0,0.0,-4.9492128914980436,4.9492128914980436,0.0,0.0,0.8137037037037038,0.8137037037037038,0.0,-41.3550918779434,-41.3550918779434,4.9492128914980436,4.9492128914980436,4.9492128914980436,0.0,0.0,0.0,0.0,4.9492128914980436,2025-10-06 01:15:00,0.078923019,0.8137037037037038,1.0
5.165040012337036,0.0,-51.65040012337036,0.0,0.0,0.0,-0.0,0.0,-5.978743716040739,5.978743716040739,0.0,0.0,0.8137037037037038,0.8137037037037038,0.0,-51.65040012337036,-51.65040012337036,5.978743716040739,5.978743716040739,5.978743716040739,0.0,0.0,0.0,0.0,5.978743716040739,2025-10-06 01:30:00,0.068021637,0.8137037037037038,1.0
6.622681161628165,0.0,-66.22681161628165,0.0,0.0,0.0,-0.0,0.0,-6.702681161628165,6.702681161628165,0.0,0.0,0.0799999999999999,0.0799999999999999,0.0,-66.22681161628165,-66.22681161628165,6.702681161628165,6.702681161628165,6.702681161628165,0.0,0.0,0.0,0.0,6.702681161628165,2025-10-06 01:45:00,0.049952223,0.0799999999999999,1.0
7.255724205876429,0.0,-72.55724205876429,0.0,0.0,0.0,-0.0,0.0,-7.335724205876429,7.335724205876429,0.0,0.0,0.0799999999999999,0.0799999999999999,0.0,-72.55724205876429,-72.55724205876429,7.335724205876429,7.335724205876429,7.335724205876429,0.0,0.0,0.0,0.0,7.335724205876429,2025-10-06 02:00:00,0.0522669,0.0799999999999999,1.0
8.738618838603252,0.0,-87.38618838603252,0.0,0.0,0.0,-0.0,0.0,-8.818618838603252,8.818618838603252,0.0,0.0,0.0799999999999999,0.0799999999999999,0.0,-87.38618838603252,-87.38618838603252,8.818618838603252,8.818618838603252,8.818618838603252,0.0,0.0,0.0,0.0,8.818618838603252,2025-10-06 02:15:00,0.06496029,0.0799999999999999,1.0
8.076399896712749,0.0,-80.76399896712749,0.0,0.0,0.0,-0.0,0.0,-8.156399896712749,8.156399896712749,0.0,0.0,0.0799999999999999,0.0799999999999999,0.0,-80.76399896712749,-80.76399896712749,8.156399896712749,8.156399896712749,8.156399896712749,0.0,0.0,0.0,0.0,8.156399896712749,2025-10-06 02:30:00,0.078997686,0.0799999999999999,1.0
7.976182224376226,0.0,-79.76182224376225,0.0,0.0,0.0,-0.0,0.0,-8.085921593374854,8.085921593374854,0.0,0.0,0.1097393689986282,0.1097393689986282,0.0,-79.76182224376225,-79.76182224376225,8.085921593374854,8.085921593374854,8.085921593374854,0.0,0.0,0.0,0.0,8.085921593374854,2025-10-06 02:45:00,0.075637671,0.1097393689986282,1.0
7.8362965953218335,0.0,-78.36296595321834,0.0,0.0,0.0,-0.0,0.0,-7.946035964320462,7.946035964320462,0.0,0.0,0.1097393689986282,0.1097393689986282,0.0,-78.36296595321834,-78.36296595321834,7.946035964320462,7.946035964320462,7.946035964320462,0.0,0.0,0.0,0.0,7.946035964320462,2025-10-06 03:00:00,0.078624351,0.1097393689986282,1.0
5.605380960508627,0.0,-56.053809605086265,0.0,0.0,0.0,-0.0,0.0,-5.715120329507255,5.715120329507255,0.0,0.0,0.1097393689986282,0.1097393689986282,0.0,-56.053809605086265,-56.053809605086265,5.715120329507255,5.715120329507255,5.715120329507255,0.0,0.0,0.0,0.0,5.715120329507255,2025-10-06 03:15:00,0.078549684,0.1097393689986282,1.0
4.934288943251434,0.0,-49.34288943251434,0.0,0.0,0.0,-0.0,0.0,-5.044028312250062,5.044028312250062,0.0,0.0,0.1097393689986282,0.1097393689986282,0.0,-49.34288943251434,-49.34288943251434,5.044028312250062,5.044028312250062,5.044028312250062,0.0,0.0,0.0,0.0,5.044028312250062,2025-10-06 03:30:00,0.082357701,0.1097393689986282,1.0
5.555812157821011,0.0,-55.558121578210105,0.0,0.0,0.0,-0.0,0.0,-5.635812157821011,5.635812157821011,0.0,0.0,0.0799999999999999,0.0799999999999999,0.0,-55.558121578210105,-55.558121578210105,5.635812157821011,5.635812157821011,5.635812157821011,0.0,0.0,0.0,0.0,5.635812157821011,2025-10-06 03:45:00,0.081013695,0.0799999999999999,1.0
4.409539873314337,0.0,-44.09539873314337,0.0,0.0,0.0,-0.0,0.0,-4.489539873314337,4.489539873314337,0.0,0.0,0.0799999999999999,0.0799999999999999,0.0,-44.09539873314337,-44.09539873314337,4.489539873314337,4.489539873314337,4.489539873314337,0.0,0.0,0.0,0.0,4.489539873314337,2025-10-06 04:00:00,0.082283034,0.0799999999999999,1.0
5.037446101121415,0.0,-50.37446101121415,0.0,0.0,0.0,-0.0,0.0,-5.117446101121415,5.117446101121415,0.0,0.0,0.0799999999999999,0.0799999999999999,0.0,-50.37446101121415,-50.37446101121415,5.117446101121415,5.117446101121415,5.117446101121415,0.0,0.0,0.0,0.0,5.117446101121415,2025-10-06 04:15:00,0.135296611,0.0799999999999999,1.0
6.09694775884846,0.0,-60.969477588484594,0.0,0.0,0.0,-0.0,0.0,-6.17694775884846,6.17694775884846,0.0,0.0,0.0799999999999999,0.0799999999999999,0.0,-60.969477588484594,-60.969477588484594,6.17694775884846,6.17694775884846,6.17694775884846,0.0,0.0,0.0,0.0,6.17694775884846,2025-10-06 04:30:00,0.133355269,0.0799999999999999,1.0
7.317215698389635,0.0,-73.17215698389634,0.41739130434782545,0.0,0.0,-0.0,0.0,-6.923528097745513,6.923528097745513,0.0,0.0,0.0237037037037037,0.0237037037037037,0.0,-73.17215698389634,-73.17215698389634,7.340919402093339,7.340919402093339,7.340919402093339,0.0,0.0,0.41739130434782545,0.0,6.923528097745513,2025-10-06 04:45:00,0.150827347,0.0237037037037037,0.5
