time,soc_kwh,gen_kw,base_kw,wind_kw,pv_kw
2025-10-19 16:00:00,0.4616685430827797,0.0168559670781892,0.03995433789954338,0.0168559670781892,0.0
2025-10-19 17:00:00,0.4597468463139583,0.038111111111111,0.03995433789954338,0.038111111111111,0.0
2025-10-19 18:00:00,0.4238021186094867,0.005477366255144,0.03995433789954338,0.005477366255144,0.0
2025-10-19 19:00:00,0.3878573909050151,0.005477366255144,0.03995433789954338,0.005477366255144,0.0
2025-10-19 20:00:00,0.3519126632005435,0.005477366255144,0.03995433789954338,0.005477366255144,0.0
2025-10-19 21:00:00,0.3159679354960719,0.005477366255144,0.03995433789954338,0.005477366255144,0.0
2025-10-19 22:00:00,0.31404623872725046,0.038111111111111,0.03995433789954338,0.038111111111111,0.0
2025-10-19 23:00:00,0.3534158547665729,0.081,0.03995433789954338,0.081,0.0
2025-10-20 00:00:00,0.3293341384791344,0.0168559670781892,0.03995433789954338,0.0168559670781892,0.0
2025-10-20 01:00:00,0.2933894107746628,0.005477366255144,0.03995433789954338,0.005477366255144,0.0
2025-10-20 02:00:00,0.2693076944872243,0.0168559670781892,0.03995433789954338,0.0168559670781892,0.0
2025-10-20 03:00:00,0.22857914843555846,0.0008888888888888,0.03995433789954338,0.0008888888888888,0.0
2025-10-20 04:00:00,0.1926344207310869,0.005477366255144,0.03995433789954338,0.005477366255144,0.0
2025-10-20 05:00:00,0.1907127239622655,0.038111111111111,0.03995433789954338,0.038111111111111,0.0
2025-10-20 06:00:00,0.1887910271934441,0.038111111111111,0.03995433789954338,0.038111111111111,0.0
2025-10-20 07:00:00,0.2281606432327665,0.081,0.03995433789954338,0.081,0.0
2025-10-20 08:00:00,0.3191791938256255,0.1348477366255144,0.03995433789954338,0.1348477366255144,0.0
2025-10-20 09:00:00,0.4807931738789355,0.2084485596707819,0.03995433789954338,0.2084485596707819,0.0
2025-10-20 10:00:00,0.7349094681288164,0.3048888888888889,0.03995433789954338,0.3048888888888889,0.0
2025-10-20 11:00:00,1.2515926042970198,0.5786337448559669,0.03995433789954338,0.5786337448559669,0.0
2025-10-20 12:00:00,2.2002518771564343,1.0290000000000004,0.03995433789954338,1.0290000000000004,0.0
2025-10-20 13:00:00,2.9320724629926516,0.8029300411522635,0.03995433789954338,0.8029300411522635,0.0
2025-10-20 14:00:00,3.1861887572425323,0.3048888888888889,0.03995433789954338,0.3048888888888889,0.0
2025-10-20 15:00:00,3.557674640254309,0.4272551440329218,0.03995433789954338,0.4272551440329218,0.0
2025-10-20 16:00:00,4.074357776422513,0.5786337448559669,0.03995433789954338,0.5786337448559669,0.0
2025-10-20 17:00:00,4.44584365943429,0.4272551440329218,0.03995433789954338,0.4272551440329218,0.0
2025-10-20 18:00:00,5.177664245270508,0.8029300411522635,0.03995433789954338,0.8029300411522635,0.0
2025-10-20 19:00:00,5.694347381438711,0.5786337448559669,0.03995433789954338,0.5786337448559669,0.0
2025-10-20 20:00:00,6.211030517606915,0.5786337448559669,0.03995433789954338,0.5786337448559669,0.0
2025-10-20 21:00:00,6.727713653775118,0.5786337448559669,0.03995433789954338,0.5786337448559669,0.0
2025-10-20 22:00:00,6.981829948024999,0.3048888888888889,0.03995433789954338,0.3048888888888889,0.0
2025-10-20 23:00:00,6.979908251256178,0.038111111111111,0.03995433789954338,0.038111111111111,0.0
2025-10-21 00:00:00,6.95582653496874,0.0168559670781892,0.03995433789954338,0.0168559670781892,0.0
2025-10-21 01:00:00,6.931744818681301,0.0168559670781892,0.03995433789954338,0.0168559670781892,0.0
2025-10-21 02:00:00,6.907663102393862,0.0168559670781892,0.03995433789954338,0.0168559670781892,0.0
2025-10-21 03:00:00,6.90574140562504,0.038111111111111,0.03995433789954338,0.038111111111111,0.0
2025-10-21 04:00:00,6.9038197088562185,0.038111111111111,0.03995433789954338,0.038111111111111,0.0
2025-10-21 05:00:00,6.943189324895541,0.081,0.03995433789954338,0.081,0.0
2025-10-21 06:00:00,6.919107608608103,0.0168559670781892,0.03995433789954338,0.0168559670781892,0.0
2025-10-21 07:00:00,6.917185911839281,0.038111111111111,0.03995433789954338,0.038111111111111,0.0
2025-10-21 08:00:00,6.956555527878604,0.081,0.03995433789954338,0.081,0.0
2025-10-21 09:00:00,6.954633831109782,0.038111111111111,0.03995433789954338,0.038111111111111,0.0
2025-10-21 10:00:00,6.994003447149105,0.081,0.03995433789954338,0.081,0.0
2025-10-21 11:00:00,7.033373063188427,0.081,0.03995433789954338,0.081,0.0
2025-10-21 12:00:00,7.0727426792277495,0.081,0.03995433789954338,0.081,0.0
2025-10-21 13:00:00,7.163761229820609,0.1348477366255144,0.03995433789954338,0.1348477366255144,0.0
2025-10-21 14:00:00,7.203130845859931,0.081,0.03995433789954338,0.081,0.0
2025-10-21 15:00:00,7.294149396452791,0.1348477366255144,0.03995433789954338,0.1348477366255144,0.0
2025-10-21 16:00:00,7.4557633765061,0.2084485596707819,0.03995433789954338,0.2084485596707819,0.0
2025-10-21 17:00:00,7.54678192709896,0.1348477366255144,0.03995433789954338,0.1348477366255144,0.0
2025-10-21 18:00:00,7.637800477691819,0.1348477366255144,0.03995433789954338,0.1348477366255144,0.0
2025-10-21 19:00:00,7.8919167719417,0.3048888888888889,0.03995433789954338,0.3048888888888889,0.0
2025-10-21 20:00:00,8.05353075199501,0.2084485596707819,0.03995433789954338,0.2084485596707819,0.0
2025-10-21 21:00:00,8.144549302587869,0.1348477366255144,0.03995433789954338,0.1348477366255144,0.0
2025-10-21 22:00:00,8.18391891862719,0.081,0.03995433789954338,0.081,0.0
2025-10-21 23:00:00,8.181997221858369,0.038111111111111,0.03995433789954338,0.038111111111111,0.0
2025-10-22 00:00:00,8.180075525089547,0.038111111111111,0.03995433789954338,0.038111111111111,0.0
2025-10-22 01:00:00,8.155993808802108,0.0168559670781892,0.03995433789954338,0.0168559670781892,0.0
2025-10-22 02:00:00,8.247012359394967,0.1348477366255144,0.03995433789954338,0.1348477366255144,0.0
